"Year","Month","Temp","Precip"
2000,1,0.734860623267412,40.1250036826241
2000,2,4.10626136516705,105.474997451529
2000,3,6.25436086347028,72.4999987563933
2000,4,10.1611511230469,84.9750126581057
2000,5,15.0539071359942,150.600011064671
2000,6,18.1139002482097,49.3000063695945
2000,7,16.1781338599421,174.249998147388
2000,8,19.0885352350051,127.57500213047
2000,9,15.6157475789388,110.625002393863
2000,10,11.1594438122165,89.6249975929095
2000,11,6.34569346110028,100.600006055902
2000,12,4.2276323872228,52.4250035639852
2001,1,0.734860623267412,40.1250036826241
2001,2,4.10626136516705,105.474997451529
2001,3,6.25436086347028,72.4999987563933
2001,4,10.1611511230469,84.9750126581057
2001,5,15.0539071359942,150.600011064671
2001,6,18.1139002482097,49.3000063695945
2001,7,16.1781338599421,174.249998147388
2001,8,19.0885352350051,127.57500213047
2001,9,15.6157475789388,110.625002393863
2001,10,11.1594438122165,89.6249975929095
2001,11,6.34569346110028,100.600006055902
2001,12,4.2276323872228,52.4250035639852
2002,1,0.734860623267412,40.1250036826241
2002,2,4.10626136516705,105.474997451529
2002,3,6.25436086347028,72.4999987563933
2002,4,10.1611511230469,84.9750126581057
2002,5,15.0539071359942,150.600011064671
2002,6,18.1139002482097,49.3000063695945
2002,7,16.1781338599421,174.249998147388
2002,8,19.0885352350051,127.57500213047
2002,9,15.6157475789388,110.625002393863
2002,10,11.1594438122165,89.6249975929095
2002,11,6.34569346110028,100.600006055902
2002,12,4.2276323872228,52.4250035639852
2003,1,0.734860623267412,40.1250036826241
2003,2,4.10626136516705,105.474997451529
2003,3,6.25436086347028,72.4999987563933
2003,4,10.1611511230469,84.9750126581057
2003,5,15.0539071359942,150.600011064671
2003,6,18.1139002482097,49.3000063695945
2003,7,16.1781338599421,174.249998147388
2003,8,19.0885352350051,127.57500213047
2003,9,15.6157475789388,110.625002393863
2003,10,11.1594438122165,89.6249975929095
2003,11,6.34569346110028,100.600006055902
2003,12,4.2276323872228,52.4250035639852
2004,1,0.734860623267412,40.1250036826241
2004,2,4.10626136516705,105.474997451529
2004,3,6.25436086347028,72.4999987563933
2004,4,10.1611511230469,84.9750126581057
2004,5,15.0539071359942,150.600011064671
2004,6,18.1139002482097,49.3000063695945
2004,7,16.1781338599421,174.249998147388
2004,8,19.0885352350051,127.57500213047
2004,9,15.6157475789388,110.625002393863
2004,10,11.1594438122165,89.6249975929095
2004,11,6.34569346110028,100.600006055902
2004,12,4.2276323872228,52.4250035639852
2005,1,0.734860623267412,40.1250036826241
2005,2,4.10626136516705,105.474997451529
2005,3,6.25436086347028,72.4999987563933
2005,4,10.1611511230469,84.9750126581057
2005,5,15.0539071359942,150.600011064671
2005,6,18.1139002482097,49.3000063695945
2005,7,16.1781338599421,174.249998147388
2005,8,19.0885352350051,127.57500213047
2005,9,15.6157475789388,110.625002393863
2005,10,11.1594438122165,89.6249975929095
2005,11,6.34569346110028,100.600006055902
2005,12,4.2276323872228,52.4250035639852
2006,1,0.734860623267412,40.1250036826241
2006,2,4.10626136516705,105.474997451529
2006,3,6.25436086347028,72.4999987563933
2006,4,10.1611511230469,84.9750126581057
2006,5,15.0539071359942,150.600011064671
2006,6,18.1139002482097,49.3000063695945
2006,7,16.1781338599421,174.249998147388
2006,8,19.0885352350051,127.57500213047
2006,9,15.6157475789388,110.625002393863
2006,10,11.1594438122165,89.6249975929095
2006,11,6.34569346110028,100.600006055902
2006,12,4.2276323872228,52.4250035639852
2007,1,0.734860623267412,40.1250036826241
2007,2,4.10626136516705,105.474997451529
2007,3,6.25436086347028,72.4999987563933
2007,4,10.1611511230469,84.9750126581057
2007,5,15.0539071359942,150.600011064671
2007,6,18.1139002482097,49.3000063695945
2007,7,16.1781338599421,174.249998147388
2007,8,19.0885352350051,127.57500213047
2007,9,15.6157475789388,110.625002393863
2007,10,11.1594438122165,89.6249975929095
2007,11,6.34569346110028,100.600006055902
2007,12,4.2276323872228,52.4250035639852
2008,1,0.734860623267412,40.1250036826241
2008,2,4.10626136516705,105.474997451529
2008,3,6.25436086347028,72.4999987563933
2008,4,10.1611511230469,84.9750126581057
2008,5,15.0539071359942,150.600011064671
2008,6,18.1139002482097,49.3000063695945
2008,7,16.1781338599421,174.249998147388
2008,8,19.0885352350051,127.57500213047
2008,9,15.6157475789388,110.625002393863
2008,10,11.1594438122165,89.6249975929095
2008,11,6.34569346110028,100.600006055902
2008,12,4.2276323872228,52.4250035639852
2009,1,0.734860623267412,40.1250036826241
2009,2,4.10626136516705,105.474997451529
2009,3,6.25436086347028,72.4999987563933
2009,4,10.1611511230469,84.9750126581057
2009,5,15.0539071359942,150.600011064671
2009,6,18.1139002482097,49.3000063695945
2009,7,16.1781338599421,174.249998147388
2009,8,19.0885352350051,127.57500213047
2009,9,15.6157475789388,110.625002393863
2009,10,11.1594438122165,89.6249975929095
2009,11,6.34569346110028,100.600006055902
2009,12,4.2276323872228,52.4250035639852
2010,1,0.734860623267412,40.1250036826241
2010,2,4.10626136516705,105.474997451529
2010,3,6.25436086347028,72.4999987563933
2010,4,10.1611511230469,84.9750126581057
2010,5,15.0539071359942,150.600011064671
2010,6,18.1139002482097,49.3000063695945
2010,7,16.1781338599421,174.249998147388
2010,8,19.0885352350051,127.57500213047
2010,9,15.6157475789388,110.625002393863
2010,10,11.1594438122165,89.6249975929095
2010,11,6.34569346110028,100.600006055902
2010,12,4.2276323872228,52.4250035639852
2011,1,0.734860623267412,40.1250036826241
2011,2,4.10626136516705,105.474997451529
2011,3,6.25436086347028,72.4999987563933
2011,4,10.1611511230469,84.9750126581057
2011,5,15.0539071359942,150.600011064671
2011,6,18.1139002482097,49.3000063695945
2011,7,16.1781338599421,174.249998147388
2011,8,19.0885352350051,127.57500213047
2011,9,15.6157475789388,110.625002393863
2011,10,11.1594438122165,89.6249975929095
2011,11,6.34569346110028,100.600006055902
2011,12,4.2276323872228,52.4250035639852
2012,1,0.734860623267412,40.1250036826241
2012,2,4.10626136516705,105.474997451529
2012,3,6.25436086347028,72.4999987563933
2012,4,10.1611511230469,84.9750126581057
