"Year","Month","Temp","Precip"
2000,1,0.734860623267412,40.1250036826241
2000,2,4.1090139112722,105.474997451529
2000,3,6.25986595568058,72.4999987563933
2000,4,10.1694087613623,84.9750126581057
2000,5,15.0649173204148,150.600011064671
2000,6,18.1276629787354,49.3000063695945
2000,7,16.1946491365729,174.249998147388
2000,8,19.1078030577411,127.57500213047
2000,9,15.63776794778,110.625002393863
2000,10,11.1842167271628,89.6249975929095
2000,11,6.37321892215176,100.600006055902
2000,12,4.25791039437943,52.4250035639852
2001,1,0.767891176529175,40.1250036826241
2001,2,4.14204446453396,105.474997451529
2001,3,6.29289650894234,72.4999987563933
2001,4,10.2024393146241,84.9750126581057
2001,5,15.0979478736766,150.600011064671
2001,6,18.1606935319972,49.3000063695945
2001,7,16.2276796898347,174.249998147388
2001,8,19.1408336110029,127.57500213047
2001,9,15.6707985010418,110.625002393863
2001,10,11.2172472804246,89.6249975929095
2001,11,6.40624947541352,100.600006055902
2001,12,4.29094094764119,52.4250035639852
2002,1,0.800921729790946,40.1250036826241
2002,2,4.17507501779573,105.474997451529
2002,3,6.32592706220412,72.4999987563933
2002,4,10.2354698678859,84.9750126581057
2002,5,15.1309784269383,150.600011064671
2002,6,18.1937240852589,49.3000063695945
2002,7,16.2607102430965,174.249998147388
2002,8,19.1738641642646,127.57500213047
2002,9,15.7038290543035,110.625002393863
2002,10,11.2502778336864,89.6249975929095
2002,11,6.43928002867529,100.600006055902
2002,12,4.32397150090296,52.4250035639852
2003,1,0.83395228305271,40.1250036826241
2003,2,4.20810557105749,105.474997451529
2003,3,6.35895761546588,72.4999987563933
2003,4,10.2685004211476,84.9750126581057
2003,5,15.1640089802001,150.600011064671
2003,6,18.2267546385207,49.3000063695945
2003,7,16.2937407963582,174.249998147388
2003,8,19.2068947175264,127.57500213047
2003,9,15.7368596075653,110.625002393863
2003,10,11.2833083869481,89.6249975929095
2003,11,6.47231058193706,100.600006055902
2003,12,4.35700205416473,52.4250035639852
2004,1,0.866982836314481,40.1250036826241
2004,2,4.24113612431927,105.474997451529
2004,3,6.39198816872765,72.4999987563933
2004,4,10.3015309744094,84.9750126581057
2004,5,15.1970395334619,150.600011064671
2004,6,18.2597851917825,49.3000063695945
2004,7,16.32677134962,174.249998147388
2004,8,19.2399252707882,127.57500213047
2004,9,15.7698901608271,110.625002393863
2004,10,11.3163389402099,89.6249975929095
2004,11,6.50534113519883,100.600006055902
2004,12,4.3900326074265,52.4250035639852
2005,1,0.900013389576244,40.1250036826241
2005,2,4.27416667758103,105.474997451529
2005,3,6.42501872198941,72.4999987563933
2005,4,10.3345615276712,84.9750126581057
2005,5,15.2300700867237,150.600011064671
2005,6,18.2928157450442,49.3000063695945
2005,7,16.3598019028818,174.249998147388
2005,8,19.2729558240499,127.57500213047
